session_code,id_in_session,participant_code,channel,nickname,body,timestamp
ctx9bssc,11,h3q30syi,20-bargaining_tdl_main-445_1_3,LeftPartner,yea that makes it slightly harder,1787760157.205928
ctx9bssc,3,hr81slth,20-bargaining_tdl_main-439_1_2,LeftPartner,"Your talking to purple and he agreed to commit to me, you agreed to commit to him?",1787760161.8321712
ctx9bssc,3,hr81slth,20-bargaining_tdl_main-439_1_2,LeftPartner,Something rotten in Denmark,1787760168.7707984
ctx9bssc,33,hzpxefsm,20-bargaining_tdl_main-447_1_3,RightPartner,I'll support Orange.,1787760168.8061342
ctx9bssc,24,a3r73yww,20-bargaining_tdl_main-445_1_3,RightPartner,Ill start with purple and alternate i guess,1787760171.0333123
ctx9bssc,63,nlhvs2ww,20-bargaining_tdl_main-448_1_3,LeftPartner,hello! who are you thinking of supporting?,1787760171.76158
ctx9bssc,11,h3q30syi,20-bargaining_tdl_main-445_1_3,LeftPartner,alright,1787760178.2053685
ctx9bssc,63,nlhvs2ww,20-bargaining_tdl_main-448_2_3,RightPartner,hello! who are you thinking of supporting?,1787760178.7020283
ctx9bssc,41,7yqbgf4e,20-bargaining_tdl_main-446_1_3,LeftPartner,"I'd love to get the bonus for sure. Full disclosure: orange already told me they'd go with me as well, so that's probably where I'm going",1787760181.0166812
ctx9bssc,34,o5mciv0v,20-bargaining_tdl_main-448_1_3,RightPartner,I guess you?,1787760187.5413034
ctx9bssc,11,h3q30syi,20-bargaining_tdl_main-445_1_3,LeftPartner,ill start with yellow,1787760188.5210483
ctx9bssc,34,o5mciv0v,20-bargaining_tdl_main-448_1_3,RightPartner,What did orange say to you?,1787760195.073302
ctx9bssc,4,xiromyeo,20-bargaining_tdl_main-439_1_2,RightPartner,Lol o agreement on my sided from them. just asked if I was Ai,1787760195.1347382
ctx9bssc,3,hr81slth,20-bargaining_tdl_main-439_1_3,RightPartner,"Very Big Grin, your younger then me too",1787760195.7045426
ctx9bssc,63,nlhvs2ww,20-bargaining_tdl_main-448_1_3,LeftPartner,Orange didn't talk to me at all,1787760202.957022
ctx9bssc,43,elgcm230,20-bargaining_tdl_main-447_1_3,LeftPartner,did you get confirmation from orange because it says they have left the chat,1787760203.7925794
ctx9bssc,24,a3r73yww,20-bargaining_tdl_main-445_1_3,RightPartner,👍️,1787760206.9452522
ctx9bssc,63,nlhvs2ww,20-bargaining_tdl_main-448_1_3,LeftPartner,so I'm happy to support you?,1787760207.0188339
ctx9bssc,3,hr81slth,20-bargaining_tdl_main-439_1_2,LeftPartner,LOL I was thinking that you two might be,1787760211.0563047
ctx9bssc,34,o5mciv0v,20-bargaining_tdl_main-448_1_3,RightPartner,"Ok, they left the chat as well for me, so I'll support you.",1787760217.1135404
ctx9bssc,16,v045e0np,20-bargaining_tdl_main-439_1_3,LeftPartner,"cool, that's a new one for me",1787760217.4116023
ctx9bssc,4,xiromyeo,20-bargaining_tdl_main-439_1_2,RightPartner,Nopw 100% real here,1787760225.9534914
ctx9bssc,46,d6c4gkzq,20-bargaining_tdl_main-449_2_3,LeftPartner,hello,1787760225.9565132
ctx9bssc,46,d6c4gkzq,20-bargaining_tdl_main-449_1_2,RightPartner,hi,1787760229.3639798
ctx9bssc,32,rljev960,20-bargaining_tdl_main-449_1_3,RightPartner,hii,1787760231.803074
ctx9bssc,3,hr81slth,20-bargaining_tdl_main-439_1_2,LeftPartner,Wait so are you two agreeing to support each other,1787760232.8020184
ctx9bssc,63,nlhvs2ww,20-bargaining_tdl_main-448_1_3,LeftPartner,"sounds good! anything else you want to say or shall we advance, m'lady?",1787760234.7802284
ctx9bssc,32,rljev960,20-bargaining_tdl_main-449_1_2,LeftPartner,hiu,1787760234.8431206
ctx9bssc,3,hr81slth,20-bargaining_tdl_main-439_1_2,LeftPartner,This will not work,1787760237.7508564
ctx9bssc,32,rljev960,20-bargaining_tdl_main-449_1_2,LeftPartner,hii,1787760238.0350285
ctx9bssc,53,i04p243f,20-bargaining_tdl_main-449_2_3,RightPartner,hi,1787760243.7364342
ctx9bssc,34,o5mciv0v,20-bargaining_tdl_main-448_1_3,RightPartner,Play balatro.,1787760245.2222059
ctx9bssc,34,o5mciv0v,20-bargaining_tdl_main-448_1_3,RightPartner,"Aight, lets go.\",1787760253.2547166
ctx9bssc,46,d6c4gkzq,20-bargaining_tdl_main-449_1_2,RightPartner,"lol, excited for the study?",1787760254.8788974
ctx9bssc,33,hzpxefsm,20-bargaining_tdl_main-447_1_3,RightPartner,Orange talked to me and said they'd support me,1787760255.1695223
ctx9bssc,43,elgcm230,20-bargaining_tdl_main-447_1_3,LeftPartner,okay,1787760261.578657
ctx9bssc,47,b5b9i967,20-bargaining_tdl_main-450_1_2,LeftPartner,Hello!,1787760264.319525
ctx9bssc,47,b5b9i967,20-bargaining_tdl_main-450_1_3,RightPartner,Hello!,1787760267.9322045
ctx9bssc,32,rljev960,20-bargaining_tdl_main-449_1_2,LeftPartner,kinda lol ,1787760268.28832
ctx9bssc,46,d6c4gkzq,20-bargaining_tdl_main-449_2_3,LeftPartner,:) looking forward to working with you,1787760272.8812969
ctx9bssc,66,4x1540bk,20-bargaining_tdl_main-450_1_3,LeftPartner,"Hello, how are you doing?",1787760275.875617
ctx9bssc,32,rljev960,20-bargaining_tdl_main-449_1_2,LeftPartner,has purple messaged u at all?,1787760282.0086823
ctx9bssc,46,d6c4gkzq,20-bargaining_tdl_main-449_1_2,RightPartner,once,1787760290.3413882
ctx9bssc,48,sbii0s1z,20-bargaining_tdl_main-450_1_2,RightPartner,Hello!,1787760291.9850729
ctx9bssc,48,sbii0s1z,20-bargaining_tdl_main-450_2_3,LeftPartner,Hello!,1787760296.5562592
ctx9bssc,32,rljev960,20-bargaining_tdl_main-449_1_2,LeftPartner,what did they say,1787760298.055639
ctx9bssc,47,b5b9i967,20-bargaining_tdl_main-450_1_3,RightPartner,I'm great! We should choose each other in each round,1787760299.1250398
ctx9bssc,53,i04p243f,20-bargaining_tdl_main-449_2_3,RightPartner,"Seems like it would make the most sense for everyone to support both options, right?",1787760301.3595414
ctx9bssc,64,mpjq7hkz,20-bargaining_tdl_main-451_2_3,RightPartner,"Hello, I'd like to ask who you're looking to support.",1787760303.625268
ctx9bssc,66,4x1540bk,20-bargaining_tdl_main-450_2_3,RightPartner,"Hello, how are you doing?",1787760303.6760132
ctx9bssc,53,i04p243f,20-bargaining_tdl_main-449_1_3,LeftPartner,hello,1787760305.903237
ctx9bssc,46,d6c4gkzq,20-bargaining_tdl_main-449_1_2,RightPartner,just hi,1787760306.153708
ctx9bssc,48,sbii0s1z,20-bargaining_tdl_main-450_1_2,RightPartner,How are you?,1787760306.4598763
ctx9bssc,47,b5b9i967,20-bargaining_tdl_main-450_1_2,LeftPartner,"I'm great, how are you?",1787760310.738941
ctx9bssc,48,sbii0s1z,20-bargaining_tdl_main-450_2_3,LeftPartner,doing well thanks...you?,1787760316.3281875
ctx9bssc,32,rljev960,20-bargaining_tdl_main-449_1_3,RightPartner,hows it going,1787760317.078197
ctx9bssc,66,4x1540bk,20-bargaining_tdl_main-450_1_3,LeftPartner,"I agree, that way we can help each other.",1787760317.662661
ctx9bssc,49,6sluxa59,20-bargaining_tdl_main-452_2_3,LeftPartner,Hello,1787760320.648503
ctx9bssc,64,mpjq7hkz,20-bargaining_tdl_main-451_1_3,LeftPartner,"Hello, May I ask who you're looking to support?",1787760321.4180267
ctx9bssc,49,6sluxa59,20-bargaining_tdl_main-452_1_2,RightPartner,Hello,1787760325.0763109
ctx9bssc,65,6zu2xg9k,20-bargaining_tdl_main-452_1_3,LeftPartner,I'm not sure how to do this fairly,1787760329.2156436
ctx9bssc,48,sbii0s1z,20-bargaining_tdl_main-450_1_2,RightPartner,I am great also,1787760333.589205
ctx9bssc,46,d6c4gkzq,20-bargaining_tdl_main-449_2_3,LeftPartner,"Yeah in theory, it would make sense to be supportive",1787760334.3432329
ctx9bssc,47,b5b9i967,20-bargaining_tdl_main-450_1_3,RightPartner,Great!,1787760336.0732217
ctx9bssc,61,vahg2fe3,20-bargaining_tdl_main-451_2_3,LeftPartner,"Hi there, I'm happy to support you (purple) if you'd like to support one another",1787760338.739057
ctx9bssc,48,sbii0s1z,20-bargaining_tdl_main-450_1_2,RightPartner,what are you thinking here?,1787760339.3652756
ctx9bssc,40,44v77tlt,20-bargaining_tdl_main-452_1_2,LeftPartner,Alo,1787760342.738939
ctx9bssc,65,6zu2xg9k,20-bargaining_tdl_main-452_2_3,RightPartner,I'm not sure how to do this fairly,1787760342.7966797
ctx9bssc,66,4x1540bk,20-bargaining_tdl_main-450_2_3,RightPartner,"Not bad, I think we should choose each other in each round.",1787760344.7869415
ctx9bssc,32,rljev960,20-bargaining_tdl_main-449_1_2,LeftPartner,hmm,1787760347.8915327
ctx9bssc,49,6sluxa59,20-bargaining_tdl_main-452_2_3,LeftPartner,I am not sure either,1787760351.32972
ctx9bssc,48,sbii0s1z,20-bargaining_tdl_main-450_2_3,LeftPartner,why is that?,1787760357.9755328
ctx9bssc,47,b5b9i967,20-bargaining_tdl_main-450_1_2,LeftPartner,It's hard to decide since there will always be someone who gets $0,1787760358.6501591
ctx9bssc,40,44v77tlt,20-bargaining_tdl_main-452_1_3,RightPartner,I don't think there is a fair way to do it so that everyone is happy honestly.,1787760361.1920962
ctx9bssc,65,6zu2xg9k,20-bargaining_tdl_main-452_2_3,RightPartner,you're talking to me at least so thank you,1787760363.5505383
ctx9bssc,53,i04p243f,20-bargaining_tdl_main-449_1_3,LeftPartner,"Good. seems like it would make the most sense for everyone to support both participants, right?",1787760365.914177
ctx9bssc,48,sbii0s1z,20-bargaining_tdl_main-450_2_3,LeftPartner,someone always gets $0,1787760369.0685883
ctx9bssc,49,6sluxa59,20-bargaining_tdl_main-452_1_2,RightPartner,What are your thoughts about this?,1787760369.8966784
ctx9bssc,47,b5b9i967,20-bargaining_tdl_main-450_1_2,LeftPartner,I don't know a good strategy ,1787760374.7642622
ctx9bssc,48,sbii0s1z,20-bargaining_tdl_main-450_1_2,RightPartner,I agree,1787760375.93009
ctx9bssc,77,zjiexfsl,20-bargaining_tdl_main-453_2_3,RightPartner,"i support orange, you support yellow, yellow supports me",1787760384.7844863
ctx9bssc,60,9thk0nmo,20-bargaining_tdl_main-453_2_3,LeftPartner,I am supporting purple.,1787760386.967107
ctx9bssc,48,sbii0s1z,20-bargaining_tdl_main-450_1_2,RightPartner,It all comes down to honesty and trust in each other,1787760387.1756542
ctx9bssc,49,6sluxa59,20-bargaining_tdl_main-452_2_3,LeftPartner,I know I am happy your responding too.,1787760391.0672934
ctx9bssc,48,sbii0s1z,20-bargaining_tdl_main-450_1_2,RightPartner,which is hard with strangers,1787760391.9055386
ctx9bssc,46,d6c4gkzq,20-bargaining_tdl_main-449_1_2,RightPartner,"I always like studies like these, it shows how other people think, and how helpful they are. I think its interesting",1787760393.1833029
ctx9bssc,53,i04p243f,20-bargaining_tdl_main-449_2_3,RightPartner,"ok, that's what I'm planning to do then",1787760397.906641
ctx9bssc,40,44v77tlt,20-bargaining_tdl_main-452_1_2,LeftPartner,I'm not sure how this is going to work so that everyone is happy unless there are multiple rounds,1787760400.2619143
ctx9bssc,32,rljev960,20-bargaining_tdl_main-449_1_3,RightPartner,can we do that?,1787760400.8399029
ctx9bssc,60,9thk0nmo,20-bargaining_tdl_main-453_1_2,RightPartner,I am supporting purple.,1787760401.5433338
ctx9bssc,64,mpjq7hkz,20-bargaining_tdl_main-451_2_3,RightPartner,"Hi, I'd be more than happy to support you back (orange). Let's support each other.",1787760402.672236
ctx9bssc,65,6zu2xg9k,20-bargaining_tdl_main-452_2_3,RightPartner,do you just want to team up?,1787760407.6923132
ctx9bssc,32,rljev960,20-bargaining_tdl_main-449_1_2,LeftPartner,agreed?,1787760413.3531485
ctx9bssc,56,fjti1boz,20-bargaining_tdl_main-451_1_3,RightPartner,"I'm currently undecided, but I will pledge to you if you do to me in return",1787760415.637982
ctx9bssc,48,sbii0s1z,20-bargaining_tdl_main-450_1_2,RightPartner,I would be ok with choosing you each time if you want,1787760416.475384
ctx9bssc,61,vahg2fe3,20-bargaining_tdl_main-451_2_3,LeftPartner,Sounds like a plan.,1787760417.690285
ctx9bssc,49,6sluxa59,20-bargaining_tdl_main-452_1_2,RightPartner,Right. I agree. Maybe we have more rounds.,1787760418.3024092
ctx9bssc,40,44v77tlt,20-bargaining_tdl_main-452_1_3,RightPartner,Unless there are multiple rounds then everyone will eventually get something which would be nice,1787760420.6756053
ctx9bssc,65,6zu2xg9k,20-bargaining_tdl_main-452_2_3,RightPartner,I'm not getting a response from the other one,1787760423.0428984
ctx9bssc,49,6sluxa59,20-bargaining_tdl_main-452_2_3,LeftPartner,Sure,1787760423.418123
ctx9bssc,50,3w6w8hkp,20-bargaining_tdl_main-453_1_2,LeftPartner,I am supporting purple,1787760424.5874002
ctx9bssc,53,i04p243f,20-bargaining_tdl_main-449_1_3,LeftPartner,I believe so?,1787760425.1619873
ctx9bssc,56,fjti1boz,20-bargaining_tdl_main-451_1_2,LeftPartner,"Hi, what's your pick ?",1787760428.493174
ctx9bssc,46,d6c4gkzq,20-bargaining_tdl_main-449_2_3,LeftPartner,me too! I always tend to go for the group,1787760429.621422
ctx9bssc,50,3w6w8hkp,20-bargaining_tdl_main-453_1_3,RightPartner,I am supporting orange,1787760432.4505332
ctx9bssc,65,6zu2xg9k,20-bargaining_tdl_main-452_2_3,RightPartner,ok ,1787760432.9221718
ctx9bssc,49,6sluxa59,20-bargaining_tdl_main-452_2_3,LeftPartner,Sounds good,1787760437.9356713
ctx9bssc,46,d6c4gkzq,20-bargaining_tdl_main-449_1_2,RightPartner,hopefully we can all make some extra money,1787760453.4957826
ctx9bssc,53,i04p243f,20-bargaining_tdl_main-449_1_3,LeftPartner,That's what I'm planning to do,1787760454.1381025
ctx9bssc,47,b5b9i967,20-bargaining_tdl_main-450_1_2,LeftPartner,"ok, let's do that!",1787760455.849518
ctx9bssc,69,k0j26szz,20-bargaining_tdl_main-454_1_2,LeftPartner,who are you supporting,1787760461.2320573
ctx9bssc,48,sbii0s1z,20-bargaining_tdl_main-450_1_2,RightPartner,perfect!,1787760461.7589657
ctx9bssc,32,rljev960,20-bargaining_tdl_main-449_1_3,RightPartner,"oh, maybe I misunderstood the instructions",1787760463.247935
ctx9bssc,74,hfnujoje,20-bargaining_tdl_main-454_1_2,RightPartner,hi ,1787760466.682486
ctx9bssc,69,k0j26szz,20-bargaining_tdl_main-454_1_3,RightPartner,who are you supporting,1787760468.7383063
ctx9bssc,69,k0j26szz,20-bargaining_tdl_main-454_1_2,LeftPartner,hello,1787760483.0915835
ctx9bssc,32,rljev960,20-bargaining_tdl_main-449_1_3,RightPartner,"if thats the case, ill support u both",1787760485.0053365
ctx9bssc,74,hfnujoje,20-bargaining_tdl_main-454_1_2,RightPartner,i will support any one willing to support me,1787760503.4970155
ctx9bssc,53,i04p243f,20-bargaining_tdl_main-449_1_3,LeftPartner,"ok, sounds good",1787760505.734153
ctx9bssc,32,rljev960,20-bargaining_tdl_main-449_1_2,LeftPartner,"lol sorry I meant to put ""agreed!""",1787760506.1913483
ctx9bssc,69,k0j26szz,20-bargaining_tdl_main-454_1_2,LeftPartner,i will support  you,1787760512.747977
ctx9bssc,53,i04p243f,20-bargaining_tdl_main-449_2_3,RightPartner,"ok, sounds good",1787760514.210177
ctx9bssc,74,hfnujoje,20-bargaining_tdl_main-454_1_2,RightPartner,deal,1787760523.4041548
ctx9bssc,78,jpoo9286,20-bargaining_tdl_main-454_1_3,LeftPartner,Whoever is open to supporting me back.,1787760534.944784
ctx9bssc,32,rljev960,20-bargaining_tdl_main-449_1_2,LeftPartner,so what are u planning to do,1787760545.5128407
ctx9bssc,46,d6c4gkzq,20-bargaining_tdl_main-449_1_2,RightPartner,I always tend to allocate my points to the group,1787760564.4061189
ctx9bssc,46,d6c4gkzq,20-bargaining_tdl_main-449_1_2,RightPartner,So I wil do the same,1787760569.2912354
ctx9bssc,32,rljev960,20-bargaining_tdl_main-449_1_2,LeftPartner,same here,1787760584.6594877
ctx9bssc,32,rljev960,20-bargaining_tdl_main-449_1_2,LeftPartner,so sounds like we are all set,1787760593.9433362
ctx9bssc,32,rljev960,20-bargaining_tdl_main-449_1_2,LeftPartner,it was nice chatting with u,1787760622.1190505
ctx9bssc,81,fqnu8lev,20-bargaining_tdl_main-455_2_3,RightPartner,Hello! Would you like to select each other?,1787760628.4119172
ctx9bssc,79,m8sk07a0,20-bargaining_tdl_main-455_2_3,LeftPartner,I'll support you if you want to support me,1787760628.4697235
ctx9bssc,79,m8sk07a0,20-bargaining_tdl_main-455_2_3,LeftPartner,Sure,1787760633.7867618
ctx9bssc,90,l1r0hc63,20-bargaining_tdl_main-456_2_3,RightPartner,hello,1787760641.2178113
ctx9bssc,81,fqnu8lev,20-bargaining_tdl_main-455_2_3,RightPartner,Sounds good! I'll pick you,1787760641.7924345
ctx9bssc,90,l1r0hc63,20-bargaining_tdl_main-456_1_3,LeftPartner,hello,1787760644.2377672
ctx9bssc,89,ien3tqf6,20-bargaining_tdl_main-456_2_3,LeftPartner,hello,1787760645.9434037
ctx9bssc,89,ien3tqf6,20-bargaining_tdl_main-456_1_2,RightPartner,hello,1787760648.9590135
ctx9bssc,79,m8sk07a0,20-bargaining_tdl_main-455_2_3,LeftPartner,I'll pick you too,1787760651.5467439
ctx9bssc,84,xyldpr3h,20-bargaining_tdl_main-456_1_2,LeftPartner,hi how are you,1787760668.3526676
ctx9bssc,90,l1r0hc63,20-bargaining_tdl_main-456_2_3,RightPartner,Do you want to support each other every round? the other is not even responding to me,1787760668.9821317
ctx9bssc,90,l1r0hc63,20-bargaining_tdl_main-456_2_3,RightPartner,easy peasy,1787760672.2013636
ctx9bssc,84,xyldpr3h,20-bargaining_tdl_main-456_1_3,RightPartner,hi how are you,1787760672.497025
ctx9bssc,108,ngnbym47,20-bargaining_tdl_main-457_2_3,RightPartner,hello,1787760675.8103337
ctx9bssc,90,l1r0hc63,20-bargaining_tdl_main-456_1_3,LeftPartner,good how are you,1787760678.4991498
ctx9bssc,89,ien3tqf6,20-bargaining_tdl_main-456_2_3,LeftPartner,sounds like a plan,1787760685.2137501
ctx9bssc,89,ien3tqf6,20-bargaining_tdl_main-456_1_2,RightPartner,good how are you ,1787760690.6912057
ctx9bssc,84,xyldpr3h,20-bargaining_tdl_main-456_1_3,RightPartner,"doing good, let's make this real simple and lock it down right now. I choose you and you choose me, done deal",1787760703.8671758
ctx9bssc,90,l1r0hc63,20-bargaining_tdl_main-456_2_3,RightPartner,"cool, I will support you every round as long as you do the same",1787760704.8121316
ctx9bssc,90,l1r0hc63,20-bargaining_tdl_main-456_1_3,LeftPartner,alright,1787760716.268863
ctx9bssc,89,ien3tqf6,20-bargaining_tdl_main-456_2_3,LeftPartner,I will do the same ,1787760717.0203853
ctx9bssc,94,vij44s3k,20-bargaining_tdl_main-458_1_3,RightPartner,hello,1787760746.1598141
ctx9bssc,94,vij44s3k,20-bargaining_tdl_main-458_1_2,LeftPartner,hello,1787760751.6947503
ctx9bssc,100,m4qr0wnq,20-bargaining_tdl_main-458_2_3,LeftPartner,hello,1787760765.4658272
ctx9bssc,100,m4qr0wnq,20-bargaining_tdl_main-458_1_2,RightPartner,hello,1787760771.260649
ctx9bssc,106,1f63rbjr,20-bargaining_tdl_main-458_1_3,LeftPartner,hey!,1787760777.5505908
ctx9bssc,102,1svg3fgt,20-bargaining_tdl_main-459_1_2,RightPartner,Hello,1787760784.5901906
ctx9bssc,99,geeupe46,20-bargaining_tdl_main-459_1_3,RightPartner,Support Orange. I'll tell orange to support you,1787760787.404182
ctx9bssc,99,geeupe46,20-bargaining_tdl_main-459_1_2,LeftPartner,Hi ,1787760800.3411922
ctx9bssc,94,vij44s3k,20-bargaining_tdl_main-458_1_2,LeftPartner,are you confused by this? because i am.,1787760800.889619
ctx9bssc,99,geeupe46,20-bargaining_tdl_main-459_1_2,LeftPartner,Support Purple. I'm asking Purple to support you,1787760820.465878
ctx9bssc,94,vij44s3k,20-bargaining_tdl_main-458_1_3,RightPartner,are you confused by this? because I am.,1787760821.023052
ctx9bssc,102,1svg3fgt,20-bargaining_tdl_main-459_1_2,RightPartner,Ok that works out,1787760827.48973
ctx9bssc,106,1f63rbjr,20-bargaining_tdl_main-458_1_3,LeftPartner,same to be honest,1787760832.0325627
ctx9bssc,102,1svg3fgt,20-bargaining_tdl_main-459_2_3,LeftPartner,Support yellow im asking yellow,1787760837.8545592
ctx9bssc,105,ggq02ikn,20-bargaining_tdl_main-460_1_2,RightPartner,"Hi Purple has left, so I guess that makes things easier for us",1787760840.6570315
ctx9bssc,99,geeupe46,20-bargaining_tdl_main-459_1_2,LeftPartner,Cool. I'm just waiting for a response from Purple,1787760848.1720665
ctx9bssc,106,1f63rbjr,20-bargaining_tdl_main-458_1_3,LeftPartner,Im trying to think ,1787760854.6097453
ctx9bssc,109,llo7xvba,20-bargaining_tdl_main-459_1_3,LeftPartner,"Hi! Want to form a deal? if you support Purple, I will support Yellow so we both get $3. Let me know if you agree",1787760860.2660754
ctx9bssc,92,gyrglj6j,20-bargaining_tdl_main-460_1_2,LeftPartner,"Yes, we always pick each other, correct?",1787760860.8362684
ctx9bssc,102,1svg3fgt,20-bargaining_tdl_main-459_1_2,RightPartner,me too,1787760863.1887813
ctx9bssc,106,1f63rbjr,20-bargaining_tdl_main-458_2_3,RightPartner,HI!,1787760865.6062574
ctx9bssc,105,ggq02ikn,20-bargaining_tdl_main-460_1_2,RightPartner,Yes,1787760872.0666516
ctx9bssc,94,vij44s3k,20-bargaining_tdl_main-458_1_3,RightPartner,This makes absolutely no sense.,1787760878.2637002
ctx9bssc,100,m4qr0wnq,20-bargaining_tdl_main-458_1_2,RightPartner,yes. I think we are suppose to support a participant. I support you because red and yellow makes orange. So thats my reason.,1787760878.3614244
ctx9bssc,92,gyrglj6j,20-bargaining_tdl_main-460_1_2,LeftPartner,"OK, let's go!!!",1787760881.2113044
ctx9bssc,82,9h0sulzu,20-bargaining_tdl_main-461_1_3,RightPartner,"hi,",1787760885.2026129
ctx9bssc,82,9h0sulzu,20-bargaining_tdl_main-461_1_2,LeftPartner,hi!,1787760887.8817816
ctx9bssc,105,ggq02ikn,20-bargaining_tdl_main-460_1_2,RightPartner,Yeeee,1787760890.4844608
ctx9bssc,106,1f63rbjr,20-bargaining_tdl_main-458_1_3,LeftPartner,I think it's about locking in a number ,1787760896.4927232
ctx9bssc,106,1f63rbjr,20-bargaining_tdl_main-458_2_3,RightPartner,what number are you locking ?,1787760903.935333
ctx9bssc,100,m4qr0wnq,20-bargaining_tdl_main-458_2_3,LeftPartner,"I chose to support yellow because if you mix red with yellow, it makes orange",1787760903.9901133
ctx9bssc,82,9h0sulzu,20-bargaining_tdl_main-461_1_3,RightPartner,what are your thoughts?,1787760913.191946
ctx9bssc,94,vij44s3k,20-bargaining_tdl_main-458_1_2,LeftPartner,"if we all support each other, than i think we all get a higher reward.",1787760914.9144197
ctx9bssc,82,9h0sulzu,20-bargaining_tdl_main-461_1_2,LeftPartner,what are your thoughts?,1787760920.3621485
ctx9bssc,99,geeupe46,20-bargaining_tdl_main-459_1_3,RightPartner,I agree that you should support orange. Orange confirmed that they will support Purple,1787760923.372126
ctx9bssc,110,snq0txca,20-bargaining_tdl_main-462_2_3,RightPartner,Hello,1787760931.388085
ctx9bssc,98,1ztzio9z,20-bargaining_tdl_main-462_2_3,LeftPartner,hi,1787760931.6711645
ctx9bssc,99,geeupe46,20-bargaining_tdl_main-459_1_3,RightPartner,It doesn't matter who I support,1787760934.0610392
ctx9bssc,98,1ztzio9z,20-bargaining_tdl_main-462_1_2,RightPartner,hi,1787760934.0642788
ctx9bssc,106,1f63rbjr,20-bargaining_tdl_main-458_2_3,RightPartner,got you,1787760934.5944762
ctx9bssc,110,snq0txca,20-bargaining_tdl_main-462_1_3,LeftPartner,Howdy,1787760937.5268593
ctx9bssc,85,777e6q9k,20-bargaining_tdl_main-462_1_3,RightPartner,"Hi, how are you?",1787760937.539565
ctx9bssc,94,vij44s3k,20-bargaining_tdl_main-458_1_3,RightPartner,"if we all support each other, then I think we get a higher reward.",1787760938.3788261
ctx9bssc,101,vvwsv1es,20-bargaining_tdl_main-461_1_3,LeftPartner,"hi yellow, im purple, ill support you if you will support me :)",1787760938.6513243
ctx9bssc,93,i6wnljfq,20-bargaining_tdl_main-461_2_3,LeftPartner,hi,1787760939.51413
ctx9bssc,110,snq0txca,20-bargaining_tdl_main-462_1_3,LeftPartner,"I'm good, and u?",1787760943.3998668
ctx9bssc,106,1f63rbjr,20-bargaining_tdl_main-458_1_3,LeftPartner,yeah forsure,1787760943.552075
ctx9bssc,85,777e6q9k,20-bargaining_tdl_main-462_1_2,LeftPartner,"Hi, how are you?",1787760943.833829
ctx9bssc,93,i6wnljfq,20-bargaining_tdl_main-461_1_2,RightPartner,hi,1787760946.876026
ctx9bssc,110,snq0txca,20-bargaining_tdl_main-462_2_3,RightPartner,hru?,1787760947.3442738
ctx9bssc,116,n6lpxscc,20-bargaining_tdl_main-463_2_3,LeftPartner,hey there,1787760951.2176557
ctx9bssc,85,777e6q9k,20-bargaining_tdl_main-462_1_3,RightPartner,"I'm good as well, thank you for asking",1787760956.987781
ctx9bssc,116,n6lpxscc,20-bargaining_tdl_main-463_1_2,RightPartner,hey there,1787760957.1810913
ctx9bssc,106,1f63rbjr,20-bargaining_tdl_main-458_1_3,LeftPartner,agree on $3,1787760957.5738344
ctx9bssc,121,e4jmpawt,20-bargaining_tdl_main-463_1_3,LeftPartner,hello,1787760957.934777
ctx9bssc,98,1ztzio9z,20-bargaining_tdl_main-462_1_2,RightPartner,I'm good how are you?,1787760961.4850924
ctx9bssc,110,snq0txca,20-bargaining_tdl_main-462_1_3,LeftPartner,Thats good ^^,1787760965.5298457
ctx9bssc,98,1ztzio9z,20-bargaining_tdl_main-462_2_3,LeftPartner,I'm good how are you?,1787760966.1593082
ctx9bssc,85,777e6q9k,20-bargaining_tdl_main-462_1_3,RightPartner,Pretty interesting task,1787760968.696291
ctx9bssc,80,4sg0wcnj,20-bargaining_tdl_main-463_1_3,RightPartner,Hello,1787760970.5617328
ctx9bssc,94,vij44s3k,20-bargaining_tdl_main-458_1_3,RightPartner,i'm trying to get orange on board.,1787760970.999766
ctx9bssc,80,4sg0wcnj,20-bargaining_tdl_main-463_1_2,LeftPartner,hello,1787760975.4663434
ctx9bssc,101,vvwsv1es,20-bargaining_tdl_main-461_2_3,RightPartner,hi orange! ,1787760977.3228414
ctx9bssc,100,m4qr0wnq,20-bargaining_tdl_main-458_1_2,RightPartner,"I dont know. It said that if I were to support you and you were to support me, we would get a reward. but if purple was to support one of us, then they still wouldn't get a bonus",1787760977.7541156
ctx9bssc,110,snq0txca,20-bargaining_tdl_main-462_1_3,LeftPartner,"Yeah, I've never done something like this before",1787760980.8139987
ctx9bssc,121,e4jmpawt,20-bargaining_tdl_main-463_2_3,RightPartner,hello,1787760981.5982707
ctx9bssc,85,777e6q9k,20-bargaining_tdl_main-462_1_3,RightPartner,Seems only 2 can win and the 3rd loses,1787760982.6030557
ctx9bssc,106,1f63rbjr,20-bargaining_tdl_main-458_2_3,RightPartner,you on board?,1787760983.6049395
ctx9bssc,93,i6wnljfq,20-bargaining_tdl_main-461_1_2,RightPartner,i'm just cool,1787760985.3610535
ctx9bssc,100,m4qr0wnq,20-bargaining_tdl_main-458_2_3,LeftPartner,im confused,1787760985.8623474
ctx9bssc,100,m4qr0wnq,20-bargaining_tdl_main-458_2_3,LeftPartner,i dont know lol,1787760989.9301023
ctx9bssc,85,777e6q9k,20-bargaining_tdl_main-462_1_2,LeftPartner,"I'm good too, thank you for asking",1787760991.5234344
